key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
1082,TAXONOMIC,,,CC_BY,2011-07-05,4,99,EXTERNAL,Spider Mites Web,SpmWeb,"Spider Mites Web is designated to give all information about the spider mites family (Acari: Tetranychidae). The aim is to provide comprehensive knowledge on all the spider mites in the world: the taxonomic data relating the history of nomenclature; the geographical distribution (with maps) and the host plants. All this knowledge gives a synthetic view of the biodiversity of these mites. Spider Mites Web contains 1,265 valid species recorded, 1,302 references, 12,004 host records on 3938 different plants, 5,511 geographic distribution records.",Jul 2011,,Spider mites,http://www1.montpellier.inra.fr/CBGP/spmweb/,https://github.com/Sp2000/colplus-repo/raw/master/logos/SpmWeb.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/82.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,A,Migeon,,,,,,,,,)","{""(,A.,Migeon,,,,,,,,,)"",""(,F.,Dorkeld,,,,,,,,,)""}",{},,
1085,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Nemertea Database,WoRMS_Nemertea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Nemertea,http://www.marinespecies.org/nemertea,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Nemertea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,J.,Norenburg,,,,,,,,,)"",""(,R.,Gibson,,,,,,,,,)"",""(,A.,\""Herrera Bachiller\"",,,,,,,,,)"",""(,M.,Strand,,,,,,,,,)""}",,,
1086,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Bochusacea,WoRMS_Bochusacea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Bochusacea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.A.,Boxshall,,,,,,,,,)""}",,,
1087,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Brachypoda,WoRMS_Brachypoda,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Brachypoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.A.,Boxshall,,,,,,,,,)""}",,,
1088,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Mystacocarida,WoRMS_Mystacocarida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Mystacocarida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.A.,Boxshall,,,,,,,,,)""}",,,
1089,TAXONOMIC,,,,2018-06-01,4,99,EXTERNAL,Embioptera Species File,SF Embioptera,"The Embioptera Species File is a taxonomic database of the scientific names of the world's webspinners (Order Embioptera = Embiidina = Embiodea). The goal of The Embioptera Species File is to foster research and learning on webspinners, while increasing our understanding of the world's biodiversity. The Embioptera Species File has information for approximately 400 valid species and 600 total names. Both extinct and extant species are included. Type specimen information is currently available on over half the species. Plans are under development for adding images, distributions and ecological information.","5.0, Jun 2018",,Webspinners,http://embioptera.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Embioptera.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/89.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,M.D.,Maehr,,,,,,,,,)""}",,,
1090,TAXONOMIC,,,CC_BY,2021-05-01,,0,EXTERNAL,World Polychaeta Database,WoRMS_Polychaeta,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Polychaeta,http://www.marinespecies.org/polychaeta,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Polychaeta.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.,Read,,,,,,,,,)"",""(,\""K. (Ed.)\"",Fauchald,,,,,,,,,)""}","{""(,G.,Read,,,,,,,,,)"",""(,K.,Fauchald,,,,,,,,,)""}",,
1091,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World Remipedia Database,WoRMS_Remipedia,"The Remipedia database contains all currently known and recognized species (and higher taxa). Remipedes are crustaceans that live exclusively in coastal anchialine caves. This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Remipedia,http://www.marinespecies.org/remipedia,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Remipedia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,S.,Koenemann,,,,,,,,,)"",""(,M.,Hoenemann,,,,,,,,,)"",""(,T.,Stemme,,,,,,,,,)""}",,,
1092,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Tantulocarida,WoRMS_Tantulocarida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Tantulocarida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,\""G. A.\"",Boxshall,,,,,,,,,)""}",,,
1093,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Thermosbaenacea,WoRMS_Thermosbaenacea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Thermosbaenacea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.,Poore,,,,,,,,,)""}",,,
1094,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,"World Marine, Freshwater and Terrestrial Isopod Crustaceans database",WoRMS_Isopoda,"This list began as an initiative of the US National Museum of Natural History, Smithsonian Institution, maintained by the late Brian Kensley and Marilyn Schotte. It grew into a valuable resource http://invertebrates.si.edu/isopod/ for providing nomenclature on the Isopoda: Schotte, M., B.F. Kensley, and S. Shilling (1995 onwards). World list of Marine, Freshwater and Terrestrial Crustacea Isopoda. National Museum of Natural History Smithsonian Institution: Washington D.C., USA. This list is now reconstructed at http://www.marinespecies.org, with more detailed information on synonymies and distributions, and a capability to host more information, such as images, original literature, and specimen data. This list will be transferred on a monthly basis back to the Smithsonian site. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Isopoda,http://www.marinespecies.org/isopoda,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Isopoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,C.B.,Boyko,,,,,,,,,)"",""(,N.L.,Bruce,,,,,,,,,)"",""(,K.A.,Hadfield,,,,,,,,,)"",""(,K.L.,Merrin,,,,,,,,,)"",""(,Y.,Ota,,,,,,,,,)"",""(,G.C.B.,Poore,,,,,,,,,)"",""(,S.,Taiti,,,,,,,,,)"",""(,M.,Schotte,,,,,,,,,)"",""(,\""G.D.F. (Eds)\"",Wilson,,,,,,,,,)""}",,,
1095,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Asteroidea Database,WoRMS_Asteroidea,"The core of the World Asteroidea Database (WAD) is derived from the ""Asteroid Names List"" developed primarily by Ailsa M. Clark. However the WAD is complimented by numerous other echinoderm compendia (e.g., Clark & Downey's Starfishes of the Atlantic, Rowe & Gate's Zoological Catalogue of Australia, etc) and will eventually include all subsequent taxonomic changes and newly described taxa. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Asteroidea,http://www.marinespecies.org/asteroidea,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Asteroidea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,C.L.,Mah,,,,,,,,,)""}",,,
1096,TAXONOMIC,,,CC0,2010-11-23,4,95,EXTERNAL,Membracoidea of the World Database,MOWD,"MOWD includes almost all valid names of Membracoidea worldwide. Synonyms and unpublished combinations will be added later. MOWD also includes country distributions of all species. In the original species description citations (1758-1955), letter designations refer to the Catalogue of the Homoptera, available online (www.lib.ncsu.edu/specialcollections/digital/metcalf/index.html). MOWD was developed and is maintained by Dr. Stuart McKamey, with some financial assistance from Dr. Christopher Dietrich (Illinois Natural History Survey).","1011, Nov 2010",,Treehoppers and leafhoppers,,https://github.com/Sp2000/colplus-repo/raw/master/logos/MOWD.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/96.tar.gz"", ""data format"": ""ACEF"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""NOMENCLATURAL_CODE"": ""ZOOLOGICAL"", ""distribution gazetteer"": ""text""}",,"(,D,Ouvrard,,,,,,,,,)","{""(,S.,McKamey,,,,,,,,,)""}",{},,
1097,TAXONOMIC,,,,2017-10-27,4,95,EXTERNAL,Saccharomycetes - ascomycetous yeast forming fungi,Saccharomycetes,"The ascomycetous yeast forming fungi include many species of economic, industrial and medical importance, e.g., Saccharomyces cerevisiae (used in the brewing and food industries and the first eukaryote to have its genome fully sequenced) and Candida albicans (infecting the human mouth, alimentary and genital tracts).",Oct 2017,,Ascomycetous yeast forming fungi,http://www.speciesfungorum.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/Saccharomycetes.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/97.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,Paul,Kirk,,,,,,,,,)","{""(,L.C.,Offord,,,,,,,,,)"",""(,P.M.,Kirk,,,,,,,,,)""}",,,
1098,TAXONOMIC,,,,2017-10-27,3,18,EXTERNAL,Dothideomycetes - saprobic or parasitic ascolocular ascomycetes,Dothideomycetes,"The pyrenomycetous fungi classified in the Dothideomycetes include many species of economic importance, particularly as plant pathogens (as causal agents of leaf disease) but also as environmental contaminants, some of which are of medical importance (e.g. as allergens).",Oct 2017,,,http://www.speciesfungorum.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/Dothideomycetes.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/98.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""botanical"", ""distribution gazetteer"": ""text""}",,"(,Paul,Kirk,,,,,,,,,)","{""(,,\""Crous P.W. et al.\"",,,,,,,,,)""}",,,
1099,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Marine Oligochaeta,WoRMS_Oligochaeta,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Oligochaeta,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Oligochaeta.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Timm, T. & Erséus, C.\"",,,,,,,,,)""}",,,
1100,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Xenoturbellida,WoRMS_Xenoturbellida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Xenoturbellida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,S.,Gofas,,,,,,,,,)""}",,,
1101,TAXONOMIC,,,CC_BY,2021-05-12,4,98,EXTERNAL,Systema Dipterorum,Systema Dipterorum,"Systema Dipterorum contains an estimated 99% of all names in Diptera and has two main components: (1) the Nomenclator, which allows users to check names and find the status (valid or invalid) and correct (valid) name for each nominal dipteran taxon as well as basic information on typification, family classification and range; and (2) the References database, which allows users to track the source work for any particular record. More than 160,000 extant and 4,500 extinct species of Diptera have been described and classified under some 250,000 names. Documentation on Systema Dipterorum, its sources, standards, and structure, is provided online.","3.1, May 2021",Global,"Flies, mosquitoes, bots, midges and gnats",http://www.diptera.org/,https://github.com/Sp2000/colplus-repo/raw/master/logos/Systema_Dipterorum.png,,"{""csv quote"": ""\"""", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""nomenclatural code"": ""zoological""}",,"(,""N L"",Evenhuis,,,,,,,,,)",,"{""(,\""N L\"",Evenhuis,,,,,,,,,)"",""(,T,Pape,,,,,,,,,)""}",,
1103,TAXONOMIC,,,CC_BY,2017-05-01,4,95,EXTERNAL,Global Strepsiptera Database,Strepsiptera Database,"Strepsiptera database is a database on Strepsiptera parasitoïd group. Strepsiptera (commonly known as twisted-winged parasites) is an order of holometabolous insects with twelve families (one fossil genus undescribed as a family), making up about six hundred species so far with several cryptic species to be described. The 1st instar larvae and the short-lived adult males are the only free-living stages (except in the family Mengenillidae). The larval stages and the neotenic females are endoparasites. The hosts include insects such as bees, wasps, leafhoppers, silverfish, cockroaches, grasshoppers, mantids, crickets and fruitflies.",May 2017,,Twisted-winged parasites,http://rameau.snv.jussieu.fr/cgi-bin/strepsiptera.pl,https://github.com/Sp2000/colplus-repo/raw/master/logos/Strepsiptera_Database.png,,"{""csv quote"": ""\"""", ""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/103.tar.gz"", ""data format"": ""acef"", ""csv delimiter"": ""\t"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,jeyaraney.kathirithamby@zoo.ox.ac.uk,,,,,,,,,)","{""(,J.,Kathirithamby,,,,,,,,,)""}",{},,
1104,TAXONOMIC,,,,2016-02-16,5,100,EXTERNAL,Phoronida Database,Phoronida Database,"Phoronida Database is a taxonomic database of horseshoe worms species and higher taxon names, including fossil species. Diagnoses and distribution maps of the species and genus are being updated gradually. Exhaustive bibliography is provided. Database is closely related to the web portal http://paleopolis.rediris.es/Phoronida/. Data are contributed to the Catalogue of Life via paleopolis.rediris web portal.",Feb 2016,,Horseshoe worms,http://paleopolis.rediris.es/Phoronida_database/index.html,https://github.com/Sp2000/colplus-repo/raw/master/logos/Phoronida_Database.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/104.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,C.C.,Emig,,,,,,,,,)","{""(,C.C.,Emig,,,,,,,,,)""}",,,
1105,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Leptostraca,WoRMS_Leptostraca,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Leptostraca.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,J.,Mees,,,,,,,,,)"",""(,G.,Walker-Smith,,,,,,,,,)""}",,,
1106,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World Echinoidea Database,WoRMS_Echinoidea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Echinoidea,http://www.marinespecies.org/echinoidea,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Echinoidea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,A.,Kroh,,,,,,,,,)"",""(,R.,Mooi,,,,,,,,,)""}",,,
1107,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Holothuroidea,WoRMS_Holothuroidea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Holothuroidea,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Holothuroidea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.,Paulay,,,,,,,,,)""}",,,
1108,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of marine Brachyura,WoRMS_Brachyura,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Brachyura.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Ng, P. K. L. & Davie, P.\"",,,,,,,,,)""}",,,
1109,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Polycystina (Radiolaria),WoRMS_Polycystina,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Polycystina.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,D.,Lazarus,,,,,,,,,)""}",,,
1110,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Tanaidacea,WoRMS_Tanaidacea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Tanaidacea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,G.,Anderson,,,,,,,,,)"",""(,M.,Blazewicz,,,,,,,,,)""}",,,
1112,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World Hydrozoa Database,WoRMS_Hydrozoa,"World Hydrozoa database comes from a list of accumulated taxonomic information assembled over the years from the literature of Wim Vervoort and Peter Schuchert (see Schuchert, 1989). The list of the Siphonophorae was provided by Gill Mapstone who also manages the species of this Order. The number of known hydrozoan species is about 3800, although the status of many nominal species is currently unclear. A considerable number of names also represent synonyms.",ver. (05/2021),Global,Hydrozoa,http://www.marinespecies.org/hydrozoa,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Hydrozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,P.,Schuchert,,,,,,,,,)""}",,,
1113,TAXONOMIC,,,,2012-01-16,4,60,EXTERNAL,The World Ciliate Catalog,CilCat,"The phylum embraces heterotrophic species with a heterokaryotic nuclear apparatus, multiple cilia over body, pellicular alveoli, and always an infraciliature (highly developed cortical system with kinetid as central feature). Ciliates play a significant role in food chains and nutrient recycling; most taxa are found free-living in marine or freshwater habitats, while about one third are symbiotic forms, less then 10 percent are possibly endemic in soils or known only as fossils, respectively.","4.0, Jan 2012",,Ciliates,http://www.zobodat.at,https://github.com/Sp2000/colplus-repo/raw/master/logos/CilCat.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/113.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,M,Malicky,,,,,,,,,)","{""(,E.,Aescht,,,,,,,,,)""}",,,
1118,TAXONOMIC,,,CC_BY,2017-07-31,5,70,EXTERNAL,"Hymenoptera Information System, Crabronidae & Rhopalosomatidae",HymIS Crabronidae & Rhopalosomatidae,"The HymIS database provides the taxonomic backbone for a global information system on bees and wasps. Data for the families Pompilidae or Spider-hunting wasps (2,981 valid taxa and 5,644 synonyms), the Crabronids or Crabronidae (9,134 valid taxa and 8,866 synonyms) and the Rhopalosomatidae (75 valid taxa and 17 synonyms) are available.",Jul 2017,Global,Crabronids and rhopalosomatid wasps,,https://github.com/Sp2000/colplus-repo/raw/master/logos/HymIS.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/118.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Alexander,Kroupa,,,,,,,,,)","{""(,A.S.,Kroupa,,,,,,,,,)"",""(,V.,Lohrmann,,,,,,,,,)"",""(,W.J.,Pulawski,,,,,,,,,)"",""(,C.,Schmid-Egger,,,,,,,,,)""}",,,
