id	wikidata	ipni	zoobank	formerIds	family	given	suffix	born	died	activeFrom	activeTo	groups	source
wd:Q9035707	Q9035707	2847-1			Foster	Mulford Bateman		1888	1978			Angiosperms|Gymnosperms	ipni
wd:Q90360601	Q90360601												wikidata
wd:Q90376207	Q90376207		C6BB9E78-DE4D-47AB-92AF-FD16C9CECBEB			Marc							wikidata
wd:Q90389957	Q90389957		D6713200-702D-4868-BC8C-B85BCB08DACA		Reid								wikidata
wd:Q90392268	Q90392268		75D72D15-9A3A-4BCF-A7C4-89115E6564E8		Vink	Annemiek							wikidata
wd:Q90398502	Q90398502	20072557-1			Ringelberg	Jens J.				2024	2024	Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9041026	Q9041026		83CF4EFC-8418-494B-89AE-3E064A49DE70		Sun			1927	2020				wikidata
wd:Q90412979	Q90412979					Kenneth						Chordates	wikidata
wd:Q90415878	Q90415878		C4C54522-C917-4C1B-A826-9CE2F07C7C59										wikidata
wd:Q90415949	Q90415949		E5C83288-7256-417A-914F-516696D75CD1										wikidata
wd:Q90416027	Q90416027		61D82C97-3847-4AE8-8841-1619C5C5BEAE										wikidata
wd:Q90419165	Q90419165		578010E3-C287-4849-8579-D7B84F322AE5										wikidata
wd:Q90468604	Q90468604				Brittin	Guy Frederick James Morris		1868	1940				wikidata
wd:Q90471	Q90471	4874-1	29EC919F-6B77-4F5F-BCB2-E6906BB3267D		Kniphof	Johann Hieronymus		1704	1763	1725	1763	Plants|Algae|Angiosperms|Gymnosperms|Fungi	wikidata
wd:Q90477879	Q90477879	20047322-1			Krivenko	Denis A.				2018	2018	Angiosperms|Gymnosperms	ipni
wd:Q90494	Q90494	12890-1			Störck	Anton von		1731	1803			Angiosperms|Gymnosperms	ipni
wd:Q9049700	Q9049700	12207-1			Marchant	Neville Graeme		1939				Angiosperms|Gymnosperms	ipni
wd:Q9050610	Q9050610	38066-1			De Marco	Nora		1953		1976	1976	Angiosperms|Gymnosperms	ipni
wd:Q9050666	Q9050666	13147-1			Williams	Norris Hagan		1943				Angiosperms|Gymnosperms	ipni
wd:Q9051187	Q9051187	10907-1			Tur	Nuncia Maria		1940		1975	1975	Angiosperms|Gymnosperms	ipni
wd:Q9051263	Q9051263	10847-1			Troncoso	Nélida Sara		1912	1988			Angiosperms|Gymnosperms	ipni
wd:Q9051976	Q9051976	13136-1			Seberg	Ole		1952				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9052017	Q9052017	20008562-2			Martínez	Olga G.		1970		2007	2007	Pteridophytes	ipni
wd:Q9053109	Q9053109	933-1			Bolòs	Oriol de		1924	2007			Plants|Pteridophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9053594	Q9053594	9871-1			Solbrig	Otto Thomas		1930	2023			Angiosperms|Gymnosperms	ipni
wd:Q90537	Q90537				Lehmann	Karl		1858	1940				wikidata
wd:Q90553900	Q90553900		68B334FC-3CBF-4624-881E-D727301F83B4		Bernard	Jared							wikidata
wd:Q90555976	Q90555976		B53B0273-9A30-4F1A-99C8-54E61D0AF0A3			Tyler							wikidata
wd:Q90566264	Q90566264		48534169-0040-4A3F-9155-95A3BE202CC6			Michael							wikidata
wd:Q90569368	Q90569368		21274AFD-F098-4F36-93EF-0CF19A7289F7		Coleman	Leonard							wikidata
wd:Q90570050	Q90570050					Mary							wikidata
wd:Q9057027	Q9057027	18907-1			Forster	Paul Irwin		1961				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9057039	Q9057039		97C9660A-FC53-4270-8214-0CA8C375FF7E		Stein	Paul		1852	1921				wikidata
wd:Q9057116	Q9057116	12746-1			Campos Porto	Paulo		1889	1968			Angiosperms|Gymnosperms	ipni
wd:Q9057323	Q9057323	13399-1			Acevedo-Rodríguez	Pedro		1954				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q90581633	Q90581633		063E16C8-8C83-40E9-9813-79444454F887			Anna							wikidata
wd:Q90584642	Q90584642	20080644-1			Bahder	Brian William		1984				Fungi	ipni
wd:Q9058762	Q9058762	13004-1			Wester	Peter Jansen		1877	1931			Angiosperms|Gymnosperms	ipni
wd:Q9058775	Q9058775	13152-1			Bruyns	Peter Vincent		1957				Angiosperms|Gymnosperms	ipni
wd:Q905900	Q905900	10252-1			Stur	Dionys Rudolf Josef		1827	1893			Angiosperms|Gymnosperms	ipni
wd:Q9059089	Q9059089	7268-1			Palezieux	Philippe de		1871	1957			Angiosperms|Gymnosperms	ipni
wd:Q9059543	Q9059543	8180-1			Ravenna	Pedro Felix		1938	2022			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9063249	Q9063249	13556-1			Berckmans	Prosper Jules Alphonse		1830	1910			Angiosperms|Gymnosperms	ipni
wd:Q90633389	Q90633389	20064625-1			Piñuela	Laura				2022	2022		ipni
wd:Q90658574	Q90658574					Carolle				2005	2019		wikidata
wd:Q9066198	Q9066198	16811-1			Caldwell	Ralph Merrill		1903	1976			Fungi	ipni
wd:Q9066753	Q9066753	8281-1			Reitz	Raulino		1919	1990			Angiosperms|Gymnosperms	ipni
wd:Q9066889	Q9066889	37401-1			Pozner	Raúl Ernesto		1963		1996	1996	Angiosperms|Gymnosperms	ipni
wd:Q9067799	Q9067799	14762-1			Agerer	Reinhard		1947				Plants|Fungi	ipni
wd:Q9068947	Q9068947	25799-1			Rossow	Ricardo Armando		1956	1995			Angiosperms|Gymnosperms	ipni
wd:Q90697387	Q90697387		0AFE8062-9372-4718-87C8-F129BFBBB8D3		Ashford	Oliver							wikidata
wd:Q9069806	Q9069806	7462-1			Peebles	Robert Hibbs		1900	1955			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9069826	Q9069826				Gibbes	Robert		1809	1866				wikidata
wd:Q9069832	Q9069832	36467-1			Kautsky	Roberto Anselmo		1924	2010			Angiosperms|Gymnosperms	ipni
wd:Q9069848	Q9069848	13328-1			Tortosa	Roberto D.		1946	2021			Angiosperms|Gymnosperms	ipni
wd:Q90699715	Q90699715		CC8A7951-93AD-47DB-B2A3-80CA6C1311B3			Karen							wikidata
wd:Q9070163	Q9070163	38755-1			Cortés-Ballén	Rocío del Pilar		1965				Angiosperms|Gymnosperms	ipni
wd:Q9070228	Q9070228	20008568-2			Singer	Rodrigo Bustos		1970				Angiosperms|Gymnosperms	ipni
wd:Q9070396	Q9070396	11805-1			Wodehouse	Roger Philip		1889	1978			Angiosperms|Gymnosperms	ipni
wd:Q9071302	Q9071302	32229-1			Akselman	Rut		1966				Algae	ipni
wd:Q9072260	Q9072260		E46A3C65-C77B-4C9B-9D95-2D9C95E1671C		Xing	Lida		1982					wikidata
wd:Q90726582	Q90726582		6B63843E-026B-4076-BF37-7E53CA669B0A			Daniel							wikidata
wd:Q9073837	Q9073837	20018679-1			Craveiro	Sandra Carla		1969				Algae	ipni
wd:Q9074548	Q9074548	20000030-1			Darwin	Sarah C.		1964		2003	2003	Angiosperms|Gymnosperms	ipni
wd:Q907462	Q907462	32048-1	F3756FF6-9F8A-4240-875A-64CDB01E1C03		Poinar	George Orlo		1936				Fungi|Insects	wikidata
wd:Q9074850	Q9074850	7596-1			Petrović	Sava		1839	1889			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9075693	Q9075693	38232-1			Ríos	Segundo		1961				Angiosperms|Gymnosperms	ipni
wd:Q9076878	Q9076878	7-1			Bhide	Ramchandra Kashinath		1873	1946			Angiosperms|Gymnosperms	ipni
wd:Q90770121	Q90770121		A891969A-5B93-4729-A626-C82F45CDD7B2			Jun							wikidata
wd:Q90778158	Q90778158	20048693-1			He	Yi		1991				Angiosperms|Gymnosperms	ipni
wd:Q9078569	Q9078569	4994-1			Kovalevskaja	Svetlana Sigizmundovna		1929	1987			Angiosperms|Gymnosperms	ipni
wd:Q9078739	Q9078739	1764-1			Conrad	Solomon White		1779	1831			Angiosperms|Gymnosperms	ipni
wd:Q90793547	Q90793547		B6ACF791-70BD-4FD1-83D4-CFAF863B3FDA		Carvalho	Francisca							wikidata
wd:Q9079602	Q9079602	35933-1			Jones	Stanley D.		1948				Angiosperms|Gymnosperms	ipni
wd:Q9079864	Q9079864	9980-1			Spongberg	Stephen Alan		1942	2021			Angiosperms|Gymnosperms	ipni
wd:Q9080183	Q9080183	13835-1			Wu	Su Kung		1935	2013			Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q90810530	Q90810530	5265-1			Langenheim	Jean Harmon		1925	2021			Angiosperms|Gymnosperms	ipni
wd:Q90812316	Q90812316		8C07CB13-77DE-47A4-A587-FA906DC77A55		Ríos	Pilar							wikidata
wd:Q90816863	Q90816863		1C727A6C-9719-41C9-A4D8-6D20526BE5FB		Miura								wikidata
wd:Q90817810	Q90817810		0E88857E-1301-4260-BA04-C87EBC6A49FE										wikidata
wd:Q9082034	Q9082034	20007255-2			Arias	Tatiana		1979		2006	2006	Angiosperms|Gymnosperms	ipni
wd:Q90825	Q90825	9056-1			Schenk	Joseph August		1815	1891			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q90845279	Q90845279		18DE73F8-DB9E-488D-97C1-D5CEC418B160		Sawant	Mandar							wikidata
wd:Q90845488	Q90845488		06BB8F0E-9623-4759-9CBB-44927E43D47A										wikidata
wd:Q9086130	Q9086130	20005187-2			Ortuño	Teresa		1968		2005	2005	Angiosperms|Gymnosperms	ipni
wd:Q9086553	Q9086553	5003-1			Koyama	Tetsuo Michael		1933	2024			Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q90865770	Q90865770		BAF39B98-654A-4C82-8C5C-58EDF6DB691C			Guillermo							wikidata
wd:Q9087550	Q9087550	15381-1			Cui	Tie Cheng		1956				Angiosperms|Gymnosperms	ipni
wd:Q9087553	Q9087553	15468-1			Ai	Tie Min		1946				Angiosperms|Gymnosperms	ipni
wd:Q90876699	Q90876699		D3A51B35-EBC7-4BB6-8EF6-B62216A44DF2			István							wikidata
wd:Q90881809	Q90881809		F51F2D28-F806-4166-B5EA-030F5552E6ED										wikidata
wd:Q90881818	Q90881818		1CD76E99-945A-42E1-82D4-7345F8F4E360										wikidata
wd:Q90884916	Q90884916		74661BF6-058B-4F9F-883A-A0A0AF2F107B		Barth	Adriane							wikidata
wd:Q90899487	Q90899487				Hodáč	Ladislav		1983					wikidata
wd:Q9090266	Q9090266	7457-1			Pedersen	Troels Myndel		1916	2000			Angiosperms|Gymnosperms	ipni
wd:Q90909478	Q90909478		F901E5A0-F35A-447C-BBBF-DA9BED1A2504			Francisco							wikidata
wd:Q90909496	Q90909496		366EEDF8-FFF3-4929-8DAA-E63448FEBC48			Luis							wikidata
wd:Q909125	Q909125	2283-1			Dorner	József		1808	1873			Angiosperms|Gymnosperms	ipni
wd:Q90918428	Q90918428		FE27D6FE-E20C-453A-B7D5-93BD623FF604			Diego							wikidata
wd:Q90918444	Q90918444		3D2FF621-B3BD-4626-969E-B60E755EAA82										wikidata
wd:Q9092224	Q9092224	23248-1			Melzer	Václav		1878	1968			Fungi	ipni
wd:Q90928800	Q90928800				Miller	Ian		1977					wikidata
wd:Q9094665	Q9094665	6987-1			Nikitin	Vladimir Alekseevich		1906	1974			Angiosperms|Gymnosperms	ipni
wd:Q90950381	Q90950381		1A3671E6-06BF-4480-A249-A46BA0DB4D4A										wikidata
wd:Q90951056	Q90951056					João							wikidata
wd:Q9095167	Q9095167	28288-1			Vázquez Avila	M.D.		1951		1981	1981	Angiosperms|Gymnosperms	ipni
wd:Q9095522	Q9095522	3373-1			Gregory	Walton Carlyle		1910	1998			Angiosperms|Gymnosperms	ipni
wd:Q9096002	Q9096002	95-1			Ahles	Wilhelm Elias von		1829	1900			Angiosperms|Gymnosperms	ipni
wd:Q9096057	Q9096057					William		1767	1825				wikidata
wd:Q9096066	Q9096066	8333-1			Rhind	William		1797	1874	1830	1860	Angiosperms|Gymnosperms	ipni
wd:Q9096076	Q9096076	13377-1			Boyle	William Sidney		1915	1999			Angiosperms|Gymnosperms	ipni
wd:Q9096157	Q9096157	478-1			Barker	Winsome Fanny ('Buddy')		1907	1994			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9097178	Q9097178	8938-1			Satake	Yoshisuke		1902	2000			Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q9097185	Q9097185	113-1			Akasawa	Yoshiyuki		1915	2003			Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q9097297	Q9097297	20011486-2			Vivas Arroyo	Yuribia		1963		2009	2009	Angiosperms|Gymnosperms	ipni
wd:Q9097869	Q9097869	5797-1			Luces de Febres	Zoraida		1922	2016			Angiosperms|Gymnosperms	ipni
wd:Q90981552	Q90981552	20045167-1			White	Dawson Martin		1987				Angiosperms|Gymnosperms	ipni
wd:Q90989860	Q90989860	20048362-1			Leal-Dutra	Caio A.				2018	2018	Fungi	ipni
wd:Q90993643	Q90993643		5DC83607-023E-4BD6-8AF8-7050D49767C2										wikidata
wd:Q91013126	Q91013126		FFF55D30-50CC-4D7E-BCE7-2C20AABFF537			Caroline							wikidata
wd:Q91013354	Q91013354	20093183-1	653B9B7F-9425-4CC8-946D-9FC2907F465F		Chantangsi	C.				2010	2010	Algae	wikidata
wd:Q91013376	Q91013376		DF1832EB-FCC0-4682-B91C-5713A55D68AB			Brian							wikidata
wd:Q91021368	Q91021368		25A7C515-75E5-4939-A77C-E99DB99EFACE		Warren	Micah							wikidata
wd:Q910302	Q910302	11741-1			Wilson	Paul Graham		1928	2024			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91035089	Q91035089		1F905533-5963-491E-9D49-E13B8E52C028										wikidata
wd:Q91040	Q91040	11976-1			Zahn	Karl Hermann		1865	1940			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91044	Q91044				Kramer	Paul		1842	1898				wikidata
wd:Q91048033	Q91048033				Julius	Matthew		1970					wikidata
wd:Q91050454	Q91050454		F0B5B512-568A-44C7-BB30-0C22D47A6080		Murrieta	Germán Augusto							wikidata
wd:Q91063	Q91063	18979-1			Frey	Wolfgang		1942				Bryophytes	ipni
wd:Q91064	Q91064	1975-1			Dammer	Carl Lebrecht Udo		1860	1920			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91106028	Q91106028		63609E89-8A0D-4E5D-A8B0-E9C76FB8FBCA										wikidata
wd:Q91112156	Q91112156		E678F134-9D61-41A1-B889-C525077574F1										wikidata
wd:Q91125	Q91125	12900-1			Suessenguth	Karl		1893	1955			Algae|Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q91133935	Q91133935	20062731-1			Martorell	Carlos				2023	2023	Angiosperms|Gymnosperms	ipni
wd:Q91137352	Q91137352		B9BFF0A4-8B67-4A0B-8E57-3B4919DE3BAF										wikidata
wd:Q91138200	Q91138200		23F9C67E-68A7-4FB3-AA0F-37808F881BD4										wikidata
wd:Q91143387	Q91143387				Lai								wikidata
wd:Q91144	Q91144				Friese	Heinrich Friedrich August Christian Karl Ludwig		1860	1948			Insects	wikidata
wd:Q91145393	Q91145393		6BE71F75-A4BF-47BC-9647-E56A9DD8BF0B			Camilla							wikidata
wd:Q91152488	Q91152488		DDCA51A4-8285-4542-9367-57971D8A46A8		Willis	Stuart							wikidata
wd:Q91152497	Q91152497		481DCACA-B32A-4DA6-B9BC-7E8108502B80		Grande	C.						Chordates	wikidata
wd:Q9116345	Q9116345		58B32246-C81D-458C-811C-86E48827446A		Yìn			1934					wikidata
wd:Q91167443	Q91167443	20045716-1			Iturrieta-González	Isabel				2018	2018	Fungi	ipni
wd:Q91173816	Q91173816		79E9953C-BF38-42C4-9457-F9401CC26A3C		Faustino	Dario Rubén							wikidata
wd:Q91190	Q91190		0695B434-8BAC-428C-A939-3252DA77F284		Haacke	Wilhelm		1855	1912			Animals	wikidata
wd:Q912007	Q912007	2405-1			Du Rietz	Gustaf Einar		1895	1967			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91209518	Q91209518		9AC77883-B981-41C4-A325-0F476699DD71			Grace							wikidata
wd:Q91240367	Q91240367		E6FE0CB9-DD5F-4C97-9D88-2DF8586BA0CB										wikidata
wd:Q91243963	Q91243963		A4DF21A6-2778-4D0F-87D4-D2999505E827										wikidata
wd:Q91248451	Q91248451		F5531F2A-7E5A-4E34-98C8-73BFA6C10061		Huancachoque	Eva							wikidata
wd:Q91249658	Q91249658		B7E0242F-F7E3-4925-818D-5F7135F7B489										wikidata
wd:Q91250694	Q91250694		9BB0CB34-4E34-415C-AD5A-4BA3F1CACEE1										wikidata
wd:Q91251268	Q91251268		728F16B4-DA9F-4777-A8CE-884858CDCEE1		Johnston								wikidata
wd:Q9127016	Q9127016		93422E5A-D820-48C5-9D0E-1CF7C7E90471		Ji	Qiang		1951					wikidata
wd:Q91275332	Q91275332	20045691-1			Nagahama	Ai				2020	2020	Angiosperms|Gymnosperms	ipni
wd:Q91276305	Q91276305		556ADA44-3E36-43EF-B380-61D01FDB9B2D		Eales	Nellie Barbara		1889	1989				wikidata
wd:Q91284812	Q91284812	20047335-1			Semmouri	Ilias				2021	2021	Angiosperms|Gymnosperms	ipni
wd:Q91289453	Q91289453		CB714126-46D6-4D5B-BCA9-AE04AD47DA04			Letícia							wikidata
wd:Q91304633	Q91304633		5913284D-B32A-4F8D-95F8-7260A82CD6B9		Townsend	James							wikidata
wd:Q91306004	Q91306004		E2E3F982-D8A0-479B-8C53-EF328519357A										wikidata
wd:Q91306241	Q91306241		13CA39D8-4E59-4B59-8E23-49BF6C89CBFC										wikidata
wd:Q91306429	Q91306429		3EC80739-A186-433E-AFEF-B4F0E875B27C			Carlos							wikidata
wd:Q9130846	Q9130846		E26DDB9D-3562-4537-8F0C-CD0A4E817DD9		Yin	Wényīng		1922	2023				wikidata
wd:Q91308761	Q91308761		FD9DA99B-0F76-45E2-AA32-4A5575FF81B6										wikidata
wd:Q913253	Q913253	6580-1			Moll	Karl Maria Ehrenbert von		1760	1838	1780	1838	Angiosperms|Gymnosperms	ipni
wd:Q9134331	Q9134331	29151-1			Zhuang	Wen Ying		1948				Fungi	ipni
wd:Q91347428	Q91347428		5F98457F-BE37-4CD1-BB47-7F6059E3FE71			Aleksandr		1945					wikidata
wd:Q9135266	Q9135266		7AA0C1B2-B73B-4B05-9FD9-69A6F6D4BB3A		Zhang			1965					wikidata
wd:Q9136194	Q9136194		92E8938E-7431-44F9-85D1-216863D9E148		Zhang			1936					wikidata
wd:Q913632	Q913632	7439-1			Pearl	Raymond		1879	1940			Angiosperms|Gymnosperms	ipni
wd:Q91376	Q91376	16049-1			Bertsch	Karl		1878	1965			Bryophytes|Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q91392585	Q91392585		F267DB3D-7B79-4354-BB75-4C0ACC64EA64			Matthew							wikidata
wd:Q9139695	Q9139695	4437-1			Jasiewicz	Adam		1928	2001			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91405	Q91405	37159-1			Wistuba	Andreas		1967				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91426	Q91426	36911-1			Nerz	Joachim		1964		1994	1994	Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91465833	Q91465833					Christian		1940					wikidata
wd:Q91478792	Q91478792		83189AFE-DED9-4786-820F-AF39118F4EC1			Marcos							wikidata
wd:Q91479292	Q91479292		141A5AC0-8FED-4B33-A077-EAE1FC403E50			Paulo							wikidata
wd:Q9148361	Q9148361	9720-1			Skirgiełło	Alina		1911	2007			Plants|Fungi	ipni
wd:Q9148785	Q9148785	32242-1			Alth	Alojzy (Alois)		1819	1886			Algae	ipni
wd:Q91498	Q91498	3923-1			Heyne	Benjamin		1770	1819			Angiosperms|Gymnosperms	ipni
wd:Q915057	Q915057	17539-1			Crosa	Orfeo		1938		1975	1975	Angiosperms|Gymnosperms	ipni
wd:Q91510	Q91510		4D88FE48-4C01-4765-BB07-44C85DC95B54		Döderlein	Ludwig Heinrich Philipp		1855	1936			Animals	wikidata
wd:Q91515	Q91515				Michahelles	Karl Georg Christian Wilhelm		1807	1834				wikidata
wd:Q9151745	Q9151745	17201-1			Chlebicki	Andrzej		1949				Fungi	ipni
wd:Q91520719	Q91520719		2C26D2F2-B0B3-46DC-A21D-4EFAB2123609		Porter	Megan							wikidata
wd:Q91523	Q91523				Looss	Arthur		1861	1923				wikidata
wd:Q9153022	Q9153022	24018-1			Nespiak	Andrzej		1921	1981			Fungi	ipni
wd:Q9154691	Q9154691	5008-1			Kozlowska	Aniela		1898	1981			Viruses|Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91552631	Q91552631	20065839-1			Diao	Ying				2023	2023	Angiosperms|Gymnosperms	ipni
wd:Q9156888	Q9156888	12052-1			Żmuda	Antoni Józef		1889	1916			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91591384	Q91591384	20065837-1			Fan	Yong-Li				2023	2023	Angiosperms|Gymnosperms	ipni
wd:Q91596661	Q91596661	20086766-1			Opulente	D.A.				2023	2023	Fungi	ipni
wd:Q91598	Q91598				Simroth	Heinrich Rudolf		1851	1917			Animals	wikidata
wd:Q9162037	Q9162037				Reichensperger	August		1878	1962				wikidata
wd:Q91657807	Q91657807		49C4F1E7-882D-4969-9BF1-B53C486389E4			Fabián							wikidata
wd:Q91676121	Q91676121		BF009A7B-13AB-45FB-AA85-F5133E2098A5		Pontes	Miquel							wikidata
wd:Q91697963	Q91697963		07DA8128-A7FE-4611-A800-7617ADDDAD72			Ana							wikidata
wd:Q91733631	Q91733631												wikidata
wd:Q91735	Q91735					Otto		1920	2017				wikidata
wd:Q91740801	Q91740801		9A91C3B1-C4C5-485D-ACC5-E831EA5E7EA2		Petillon	Julien		1979					wikidata
wd:Q91743	Q91743		386CB87B-D9F8-4B5A-9DD1-6E8DBA20AC8A		Storch	Gerhard		1939	2017			Animals	wikidata
wd:Q9175541	Q9175541	33022-1			Eichler	Bogumił		1843	1905			Algae	ipni
wd:Q9175591	Q9175591	7424-1			Pawłowski	Bogumił		1898	1971			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9176758	Q9176758	4990-1			Kotula	Boleslaw		1849	1898			Plants|Angiosperms|Gymnosperms|Fungi|Animals	ipni
wd:Q91770206	Q91770206		A37B0E28-BA5B-41FD-9F4F-25329B97F6A3			Cara							wikidata
wd:Q9177040	Q9177040	20090635-1			Kawecka-Starmachowa	Bolesława		1902	1965			Fungi	ipni
wd:Q91777698	Q91777698		0F8D50AA-0E42-482C-A1A9-F2F646482D3C		Caldwell	Roy Lynn							wikidata
wd:Q91782408	Q91782408	20062519-1			Tikhonenkov	Denis Viktorovich		1982				Algae	ipni
wd:Q91782929	Q91782929		883C39A1-B3D6-44F4-8FF9-8E3A5561CE49		Zhao								wikidata
wd:Q91785743	Q91785743		2220CB1A-0C7A-4453-8777-8858BA0826A1			Donald						Insects	wikidata
wd:Q91804729	Q91804729		A2F590D8-0669-4DEC-A1BA-D111FC9A4BAB										wikidata
wd:Q91826158	Q91826158		2EEC7A94-AF17-4AAC-8077-2D18D8D303E6										wikidata
wd:Q91826574	Q91826574		6BDB8570-AC78-41EC-8771-3096AC47FA03			Gisela							wikidata
wd:Q91844	Q91844	20007387-1			Maass	Gustav		1830	1901				ipni
wd:Q91845	Q91845	6109-1			Markgraf	Friedrich		1897	1987			Plants|Pteridophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91855	Q91855	4106-1			Horkel	Johann		1769	1846			Angiosperms|Gymnosperms	ipni
wd:Q91857	Q91857	20006911-2			Römer	Fritz		1866	1909			Angiosperms|Gymnosperms|Animals	ipni
wd:Q918803	Q918803	10899-1			Tulasne	Louis René (`Edmond')		1815	1885			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91891050	Q91891050	20067861-1			Shiratori	Takashi				2023	2023	Algae	ipni
wd:Q91897989	Q91897989		A8709E71-56ED-4DBE-9069-26D6E1EBEF3E		Brownstein	Chase Doran							wikidata
wd:Q91905921	Q91905921		E1477F18-E60A-4DA6-9A1D-2175C2CE63B2										wikidata
wd:Q91909	Q91909	11297-1			Wagenitz	Gerhard		1927	2017			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91912522	Q91912522		6A96994D-3C6E-4186-87FC-878B31A95A58										wikidata
wd:Q91915	Q91915	12819-1			Schäffer	Julius		1882	1944			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91918	Q91918	3543-1			Hagen	Karl (Carl) Gottfried		1749	1829			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91923189	Q91923189		7933C1C4-E5F1-46FB-A976-9041819B5157			Antonina							wikidata
wd:Q919310	Q919310	33061-1	3A1DD73F-C5FF-4C7E-A7EC-218C318B7655		Fage	Jean-Louis		1883	1964			Algae|Animals	wikidata
wd:Q91933369	Q91933369		DDD4581A-27AC-404F-8FF4-2C0D1BC153CC			Jim							wikidata
wd:Q91933580	Q91933580		75F24D6D-DB93-4CFC-8978-55BE8404BEB3		Page	Michael Mike							wikidata
wd:Q919406	Q919406	5955-1	E0A8442A-0EC2-491D-8177-DFFFEA7308E1		Macquart	Pierre Justin		1778	1855			Angiosperms|Gymnosperms|Diptera	wikidata
wd:Q91942669	Q91942669		C602CA03-F3BD-43C9-BA9F-2F03836C9A53										wikidata
wd:Q919432	Q919432	1486-1			Chabaud	J.Benjamin		1833	1915			Angiosperms|Gymnosperms	ipni
wd:Q91979	Q91979				Stannius	Hermann Friedrich		1808	1883				wikidata
wd:Q919826	Q919826	26534-1			Sernander	Johan Rutger		1866	1944			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q91990295	Q91990295		97BD2EB2-1528-4464-A08E-8BF39191615E		Flórián	Norbert							wikidata
wd:Q919914	Q919914	32658-1	50D80A8A-CCDC-46CE-A329-A630E99BC02A		Caullery	Maurice Jules Gaston Corneille		1868	1958			Algae	wikidata
wd:Q919946	Q919946				Saaristo	Michael Ilmari		1938	2008				wikidata
wd:Q92001356	Q92001356					Christina							wikidata
wd:Q920184	Q920184	17308-1			Clements	Frederick Edward		1874	1945			Algae|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q92024290	Q92024290	20090255-1			Zhang	Zhi Yuan				2017	2017	Fungi	ipni
wd:Q92031	Q92031	39700-1			Arndt	Rudolf		1835	1900			Angiosperms|Gymnosperms	ipni
wd:Q92033397	Q92033397		512F59AF-D998-4F94-912A-3750AC750830										wikidata
wd:Q920389	Q920389	9245-1			Schouw	Joakim(Joachim) Frederik		1789	1852			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q9206657	Q9206657		D7318FDA-BED3-43FA-9741-1BE447A1D2CC		Makhan	Dewanand							wikidata
wd:Q920680	Q920680	12376-1			Cervantes	Vicente (Vincente) de		1755	1829			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q920730	Q920730	11856-1			Woods	Joseph		1776	1864			Angiosperms|Gymnosperms	ipni
wd:Q92077101	Q92077101		69AC7F33-9F13-49F6-9DBA-5E91E31CCF54			Claudia							wikidata
wd:Q92092557	Q92092557	20083124-1			Zheng	Hua				2019	2019	Fungi	ipni
wd:Q92100	Q92100	13073-1			Nördlinger	Herman von		1818	1897			Angiosperms|Gymnosperms	ipni
wd:Q92108	Q92108	9937-1			Soyaux	Hermann		1852	1928			Angiosperms|Gymnosperms	ipni
wd:Q92109304	Q92109304		95BF5623-A1FB-4830-949D-D135E15D65D6		Fau	Marine							wikidata
wd:Q92120229	Q92120229		707ACC6E-3ADD-4529-8D28-7488E7174F1D		Shin	Seung-gwan							wikidata
wd:Q92130201	Q92130201		E89D21DA-8D45-4A26-A47B-F42A834088CF									Chordates	wikidata
